iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009247_2_1_1_33	2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	6.35161	639.968	261.892742736552	267.3447	322.91866	197.6881	725			
EUPATH_0009247_2_1_1_34	2.1.1.34: tRNA (guanosine(18)-2'-O)-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.160149	346.843	39.5913169638752	23.33014	40.731209	12.095636	609			
EUPATH_0009247_2_1_1_41	2.1.1.41: Sterol 24-C-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.080246	64.3174	11.8146632619048	5.9736965	17.1786	2.92441	42			
EUPATH_0009247_2_1_1_6	2.1.1.6: Catechol O-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.223969	0.223969	0.223969	0.223969			1	["0.223969"]		
EUPATH_0009247_2_1_1_72	2.1.1.72: Site-specific DNA-methyltransferase (adenine-specific)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.609324	1197.061641	268.914823370102	271.45454	345.210746	186.982038	689			
EUPATH_0009247_2_1_1_n11	2.1.1.n11: Methylphosphotriester-DNA--[protein]-cysteine S-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.085565	19.7162	5.31848175	0.736081	10.360735	0.2762285	4	["0.085565","0.466892","1.005270","19.716200"]		
EUPATH_0009247_2_1_3_3	2.1.3.3: Ornithine carbamoyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	5.49594	963.09	186.172735887967	195.11516	250.2295735	100.2224355	723			
EUPATH_0009247_2_1_3_9	2.1.3.9: N-acetylornithine carbamoyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.086635	179.477794	77.8372274263158	87.9967295	116.517357	21.42256	190			
EUPATH_0009247_2_1_4_2	2.1.4.2: Scyllo-inosamine-4-phosphate amidinotransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.060881	3.57159	0.49495252307692	0.270137	0.579028	0.141295	65			
EUPATH_0009247_2_2_1_6	2.2.1.6: Acetolactate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.322043	880.988644	402.840860914369	424.976052	536.960876	247.036935	689			
EUPATH_0009247_2_2_1_9	2.2.1.9: synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	7.421701	348.43791	117.973060680787	115.86272	147.271939	80.077153	661			
EUPATH_0009247_2_3_1_179	2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.694757	474.245421	216.529023113569	228.428444	265.928657	182.673806	678			
EUPATH_0009247_2_3_1_19	2.3.1.19: Phosphate butyryltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.071803	67.462	8.48749854615385	3.3359055	12.1846	1.044915	390			
EUPATH_0009247_2_3_1_199	2.3.1.199: Very-long-chain 3-oxoacyl-CoA synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.279162	19.2267	3.15119804761905	0.972189	3.26767	0.530612	21			
EUPATH_0009247_2_3_1_201	2.3.1.201: UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.090385	16.9227	2.1468245754717	1.164355	2.61844	0.336558	106			
EUPATH_0009247_2_3_1_202	2.3.1.202: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.078364	19.5571	3.57316076056338	1.06866	3.64511	0.241107	71			
EUPATH_0009247_2_3_1_204	2.3.1.204: Octanoyl-[GcvH]:protein N-octanoyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.223763	307.073	55.6835740253165	37.7192	72.6489	14.894455	79			
EUPATH_0009247_2_3_1_35	2.3.1.35: Glutamate N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.141683	338.147	68.7396312511278	51.008168	96.706377	20.51112	665			
EUPATH_0009247_2_3_1_38	2.3.1.38: [Acyl-carrier-protein] S-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.075929	41.7882	2.64978655172414	0.194587	0.316447	0.117436	29			
EUPATH_0009247_2_3_1_39	2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.776843	471.827	202.991548311012	214.774316	270.38218	136.335916	672			
EUPATH_0009247_2_3_1_4	2.3.1.4: Glucosamine-phosphate N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.302717	0.678667	0.446844	0.403926	0.456446	0.392464	5	["0.302717","0.392464","0.403926","0.456446","0.678667"]		
EUPATH_0009247_2_3_1_51	2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.711851	583.519	141.644557045521	133.862021	174.945064	98.55828	681			
EUPATH_0009247_2_3_1_79	2.3.1.79: Maltose O-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.182849	386.369	77.2597619398998	58.351089	101.7250135	33.2377065	599			
EUPATH_0009247_2_3_1_8	2.3.1.8: Phosphate acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.784094	660.764296	201.809301930556	229.823621	285.1828715	56.167641	720			
EUPATH_0009247_2_3_1_94	2.3.1.94: 6-deoxyerythronolide-B synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.026027	0.654718	0.17671415384615	0.126538	0.174737	0.086554	26			
EUPATH_0009247_2_3_1_97	2.3.1.97: Glycylpeptide N-tetradecanoyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.134593	15.8829	3.09842227586207	1.47097	4.7322	0.38155	29			
EUPATH_0009247_2_3_2_10	2.3.2.10: UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.064904	65.567546	12.2021531625	9.402095	16.64185	4.603465	400			
EUPATH_0009247_2_3_2_8	2.3.2.8: Arginyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.078932	14.2142	1.22085535294118	0.60426	1.356335	0.258159	68			
EUPATH_0009247_2_3_3_10	2.3.3.10: Hydroxymethylglutaryl-CoA synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.084288	588.734	93.3842811657658	53.70374	133.4381775	28.5522435	555			
EUPATH_0009247_2_3_3_14	2.3.3.14: Homocitrate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.057654	75.8089	8.61157980645161	3.88868	8.83922	0.513971	62			
EUPATH_0009247_2_3_3_5	2.3.3.5: 2-methylcitrate synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.044122	28.834	1.35232674015748	0.381867	0.935229	0.174347	127			
